user_id,country,topic_category,account_created_date,followers_count,following_count,likes_count,shares_count,posts_count,verified
1189,Germany,tech,01-01-1900,90628,2539,714,417,635,FALSE
1192,Germany,finance,01-01-1900,22217,1737,947,175,576,FALSE
1194,Unknown,finance,01-01-1900,39812,1657,1851,380,354,TRUE
1195,India,sports,01-01-1900,81759,4223,1297,17,394,TRUE
1196,Canada,sports,01-01-1900,9306,3357,432,444,945,TRUE
1200,Germany,finance,01-01-1900,12420,884,1513,381,178,FALSE
1201,USA,tech,01-01-1900,42641,2976,1131,277,548,FALSE
1206,India,sports,01-01-1900,35434,3221,598,486,17,TRUE
1207,UK,Unknown,01-01-1900,57676,4991,198,261,914,FALSE
1209,India,sports,01-01-1900,87136,4634,1271,340,861,FALSE
1211,USA,finance,01-01-1900,34585,3497,1921,350,373,TRUE
1212,Germany,finance,01-01-1900,38188,4462,1420,493,493,TRUE
1214,India,politics,01-01-1900,67247,3112,322,317,883,TRUE
1216,UK,politics,01-01-1900,77689,3950,608,269,731,FALSE
1217,Canada,tech,01-01-1900,14391,290,623,168,906,TRUE
1219,UK,tech,01-01-1900,24939,2104,800,10,800,FALSE
1220,UK,sports,01-01-1900,95773,3538,477,399,242,FALSE
1224,Canada,politics,01-01-1900,55290,568,242,349,903,TRUE
1228,UK,politics,01-01-1900,80908,4632,1021,468,756,TRUE
1232,Canada,sports,01-01-1900,18523,4839,979,86,407,TRUE
1235,USA,finance,01-01-1900,88574,1578,1694,111,819,FALSE
1237,Germany,sports,01-01-1900,71998,2540,1653,425,652,FALSE
1241,USA,politics,01-01-1900,49673,4144,1773,302,999,FALSE
1242,India,politics,01-01-1900,25372,570,569,442,495,TRUE
1245,India,finance,01-01-1900,84064,3755,1035,271,59,TRUE
1247,Germany,tech,01-01-1900,98604,131,1157,41,21,FALSE
1248,Germany,finance,01-01-1900,27194,4012,95,109,83,TRUE
1253,USA,Unknown,01-01-1900,93791,843,956,75,630,TRUE
1255,Germany,politics,01-01-1900,65801,4438,717,477,623,TRUE
1256,India,tech,01-01-1900,85231,3982,1507,206,927,TRUE
1262,Germany,finance,01-01-1900,10027,248,625,177,439,FALSE
1264,USA,finance,01-01-1900,49673,1731,241,159,269,FALSE
1267,Canada,finance,01-01-1900,22109,341,39,190,786,FALSE
1274,UK,tech,01-01-1900,15034,3503,1524,260,495,TRUE
1275,Canada,finance,01-01-1900,84741,2739,1471,95,753,FALSE
1276,India,finance,01-01-1900,68418,1430,256,361,490,FALSE
1277,USA,tech,01-01-1900,72818,2832,1659,299,649,FALSE
1279,Germany,politics,01-01-1900,77039,3249,850,221,687,TRUE
1281,USA,sports,01-01-1900,72807,4590,474,485,189,TRUE
1286,USA,tech,01-01-1900,27120,1560,767,251,894,TRUE
1287,Canada,tech,01-01-1900,66908,2249,1399,47,372,FALSE
1288,UK,finance,01-01-1900,48595,3793,762,495,251,FALSE
1289,Germany,politics,01-01-1900,80632,289,436,10,603,TRUE
1290,Canada,finance,01-01-1900,50466,442,366,10,0,TRUE
1291,USA,sports,01-01-1900,46909,2394,1474,323,162,TRUE
1292,Canada,sports,01-01-1900,37629,3512,1006,278,18,FALSE
1293,Canada,tech,01-01-1900,37580,4123,1051,326,417,FALSE
1294,Canada,finance,01-01-1900,8776,2436,213,237,310,FALSE
1296,Germany,politics,01-01-1900,23472,4581,1647,383,294,TRUE
1298,Unknown,finance,01-01-1900,46709,1322,1016,238,425,TRUE
1299,Canada,politics,01-01-1900,65968,1696,219,125,218,FALSE
1303,Canada,politics,01-01-1900,77514,4210,285,80,378,FALSE
1307,USA,sports,01-01-1900,15509,3028,1,482,978,FALSE
1310,USA,tech,01-01-1900,96496,4295,1290,385,991,FALSE
1313,Canada,politics,01-01-1900,27890,2524,678,55,322,TRUE
1315,Germany,tech,01-01-1900,63079,1060,1282,39,291,TRUE
1316,UK,finance,01-01-1900,6810,2524,634,192,984,FALSE
1319,India,tech,01-01-1900,49673,2119,901,434,63,FALSE
1320,UK,Unknown,01-01-1900,9905,122,1281,134,298,TRUE
1321,Canada,politics,01-01-1900,66135,973,1741,380,956,FALSE
1323,Canada,finance,01-01-1900,4462,4770,234,279,660,FALSE
1326,Canada,sports,01-01-1900,75187,3876,103,0,372,FALSE
1334,UK,finance,01-01-1900,27754,496,1625,121,505,FALSE
1335,USA,politics,01-01-1900,24235,1125,31,466,73,TRUE
1337,USA,sports,01-01-1900,58648,4262,1446,251,916,FALSE
1338,UK,tech,01-01-1900,29319,17,1466,174,223,FALSE
1340,Unknown,finance,01-01-1900,29418,3256,1075,450,720,FALSE
1343,Germany,tech,01-01-1900,15063,3102,1278,420,829,TRUE
1344,India,tech,01-01-1900,58062,4712,1070,251,80,TRUE
1345,India,tech,01-01-1900,42902,1736,825,357,748,TRUE
1348,UK,sports,01-01-1900,22829,2456,1241,261,524,FALSE
1354,India,politics,01-01-1900,12968,3389,1191,251,542,FALSE
1356,USA,tech,01-01-1900,71214,1156,969,497,495,FALSE
1357,Germany,finance,01-01-1900,3276,4563,260,338,276,TRUE
1363,UK,sports,01-01-1900,8319,954,241,251,663,FALSE
1364,Canada,politics,01-01-1900,13337,2936,1741,24,863,FALSE
1366,UK,finance,01-01-1900,23551,544,896,404,508,FALSE
1368,USA,tech,01-01-1900,43464,1987,570,98,791,FALSE
1369,USA,finance,01-01-1900,23391,3695,126,344,695,FALSE
1374,India,finance,01-01-1900,29849,3488,905,62,35,TRUE
1376,Unknown,politics,01-01-1900,62335,611,64,492,614,TRUE
1377,Germany,finance,01-01-1900,94024,547,876,91,458,TRUE
1379,Germany,sports,01-01-1900,10225,3804,264,188,161,TRUE
1380,Germany,tech,01-01-1900,50467,2933,616,347,717,TRUE
1385,India,Unknown,01-01-1900,16540,1348,1749,262,326,FALSE
1387,Canada,sports,01-01-1900,19005,2524,1371,432,351,FALSE
1391,Canada,sports,01-01-1900,54135,123,1515,436,923,TRUE
1393,USA,Unknown,01-01-1900,22810,1079,1391,35,38,FALSE
1394,USA,tech,01-01-1900,91130,417,1392,110,957,FALSE
1397,Canada,sports,01-01-1900,9387,1760,983,444,235,FALSE
1399,UK,politics,01-01-1900,30115,2900,1062,322,474,FALSE
1401,UK,sports,01-01-1900,69271,3631,26,214,42,TRUE
1404,Canada,sports,01-01-1900,12613,4309,1072,73,943,FALSE
1405,Germany,finance,01-01-1900,20339,749,1682,394,341,FALSE
1412,USA,tech,01-01-1900,83926,2152,1823,78,495,FALSE
1414,Canada,finance,01-01-1900,49673,3136,642,203,374,TRUE
1417,India,politics,01-01-1900,40034,1777,626,165,40,TRUE
1419,India,sports,01-01-1900,87825,3312,1626,76,405,TRUE
1420,Germany,finance,01-01-1900,86771,2161,1301,199,495,FALSE
1422,India,sports,01-01-1900,84358,102,898,14,98,FALSE
1429,India,tech,01-01-1900,16119,12,118,315,132,TRUE
1430,Germany,finance,01-01-1900,49673,4895,1992,46,440,FALSE
1432,UK,politics,01-01-1900,5743,1438,345,128,24,TRUE
1433,USA,finance,01-01-1900,11447,856,1950,76,774,FALSE
1440,Unknown,sports,01-01-1900,49673,4087,629,227,767,TRUE
1441,UK,sports,01-01-1900,7628,3202,96,312,574,TRUE
1443,Canada,finance,01-01-1900,20712,3129,921,277,549,FALSE
1450,USA,tech,01-01-1900,43380,3678,1442,489,815,TRUE
1451,UK,sports,01-01-1900,77237,2994,1906,440,486,FALSE
1454,USA,sports,01-01-1900,35508,4142,175,429,5,FALSE
1457,UK,Unknown,01-01-1900,20444,707,655,421,696,FALSE
1458,USA,finance,01-01-1900,22465,2570,264,259,194,TRUE
1468,Canada,politics,01-01-1900,31125,1062,1231,301,963,TRUE
1469,India,politics,01-01-1900,63278,411,1155,230,292,FALSE
1470,Unknown,finance,01-01-1900,49673,1509,1988,125,891,TRUE
1472,UK,politics,01-01-1900,86475,1172,1016,247,321,FALSE
1481,Germany,finance,01-01-1900,49673,3469,1227,399,729,TRUE
1482,Canada,politics,01-01-1900,68405,4653,169,357,366,FALSE
1483,India,sports,01-01-1900,50706,3751,15,249,411,TRUE
1488,Canada,politics,01-01-1900,81125,2462,892,341,54,FALSE
1491,Canada,politics,01-01-1900,28677,4909,1746,427,183,FALSE
1497,USA,sports,01-01-1900,72512,455,293,367,796,TRUE
1498,India,politics,01-01-1900,16033,4417,814,251,30,FALSE
1500,Canada,politics,01-01-1900,86736,2524,305,326,622,FALSE
1505,India,tech,01-01-1900,71264,309,810,59,523,FALSE
1509,USA,sports,01-01-1900,66680,4221,61,130,504,FALSE
1510,USA,sports,01-01-1900,72690,1448,983,261,495,FALSE
1512,Germany,tech,01-01-1900,31359,3230,1336,384,983,TRUE
1516,India,politics,01-01-1900,32580,1138,1000,189,719,FALSE
1518,Canada,sports,01-01-1900,90621,4355,1782,436,507,FALSE
1520,UK,politics,01-01-1900,36282,870,1435,281,606,FALSE
1523,Canada,Unknown,01-01-1900,39152,3545,1220,416,433,FALSE
1524,UK,tech,01-01-1900,75999,2467,340,163,953,FALSE
1525,USA,tech,01-01-1900,44226,864,1635,158,495,FALSE
1526,USA,sports,01-01-1900,84547,1749,245,426,870,TRUE
1530,India,finance,01-01-1900,55951,2761,1434,249,597,TRUE
1531,India,sports,01-01-1900,42669,3071,44,479,755,TRUE
1533,Germany,Unknown,01-01-1900,40681,4549,351,114,575,TRUE
1534,Canada,tech,01-01-1900,84099,867,1583,373,936,TRUE
1536,Canada,tech,01-01-1900,12392,2018,1434,19,399,TRUE
1538,UK,politics,01-01-1900,96857,2385,90,148,878,TRUE
1539,India,politics,01-01-1900,81094,545,1060,254,946,FALSE
1541,Germany,tech,01-01-1900,20013,3459,1509,493,727,TRUE
1544,USA,tech,01-01-1900,28656,1681,887,118,767,TRUE
1547,Germany,Unknown,01-01-1900,52774,3829,212,41,394,FALSE
1548,India,sports,01-01-1900,79435,364,383,416,235,FALSE
1560,Canada,finance,01-01-1900,40018,187,910,238,793,TRUE
1561,UK,sports,01-01-1900,21097,3695,1133,290,948,TRUE
1563,Germany,sports,01-01-1900,40750,336,324,259,949,TRUE
1564,Germany,politics,01-01-1900,34933,3023,1465,9,244,TRUE
1570,UK,sports,01-01-1900,4507,733,755,196,347,FALSE
1571,Germany,tech,01-01-1900,88594,4074,1865,157,208,FALSE
1572,Germany,politics,01-01-1900,95133,2968,314,201,367,TRUE
1573,India,sports,01-01-1900,53992,4414,756,251,694,TRUE
1575,Germany,politics,01-01-1900,13721,1399,1446,420,378,TRUE
1576,Canada,finance,01-01-1900,92213,3047,1199,323,645,FALSE
1580,Germany,sports,01-01-1900,43257,1345,663,221,480,FALSE
1582,UK,tech,01-01-1900,49673,3796,595,459,619,TRUE
1583,India,tech,01-01-1900,1322,1631,1483,220,495,FALSE
1588,UK,finance,01-01-1900,84428,2966,697,327,959,TRUE
1594,Germany,sports,01-01-1900,41749,354,290,213,105,TRUE
1597,Canada,finance,01-01-1900,36543,333,1739,68,845,TRUE
1601,UK,finance,01-01-1900,21352,1661,983,186,531,TRUE
1602,UK,finance,01-01-1900,91111,2403,421,239,612,TRUE
1608,Germany,finance,01-01-1900,49411,3200,894,112,460,FALSE
1610,USA,sports,01-01-1900,53445,1175,221,349,146,FALSE
1612,Germany,tech,01-01-1900,32043,1601,918,57,495,TRUE
1613,Germany,sports,01-01-1900,79663,4726,983,212,314,FALSE
1615,Germany,politics,01-01-1900,81058,1956,157,238,654,FALSE
1616,India,tech,01-01-1900,19932,4563,1442,27,484,FALSE
1617,UK,Unknown,01-01-1900,93680,3843,367,122,247,TRUE
1618,Germany,sports,01-01-1900,81989,2718,1727,329,614,TRUE
1619,USA,finance,01-01-1900,54991,2554,1157,254,460,TRUE
1620,UK,tech,01-01-1900,26006,2549,973,239,557,TRUE
1621,Germany,sports,01-01-1900,79097,2524,1849,63,126,TRUE
1624,UK,sports,01-01-1900,65293,1306,596,361,405,FALSE
1625,India,sports,01-01-1900,49673,2524,1495,251,87,TRUE
1627,Canada,finance,01-01-1900,49673,2053,474,22,574,TRUE
1628,India,sports,01-01-1900,29469,4273,116,345,415,TRUE
1629,USA,sports,01-01-1900,14520,3947,1791,152,247,FALSE
1630,Germany,sports,01-01-1900,28657,1623,116,3,555,FALSE
1634,Germany,sports,01-01-1900,5011,1502,1734,98,54,TRUE
1635,Germany,politics,01-01-1900,65892,1020,1584,409,159,FALSE
1639,Unknown,tech,01-01-1900,30992,173,449,89,808,FALSE
1644,India,tech,01-01-1900,91675,4986,1911,251,595,TRUE
1650,India,finance,01-01-1900,26614,2461,569,488,375,FALSE
1651,Unknown,tech,01-01-1900,91357,2524,1303,37,436,FALSE
1652,USA,tech,01-01-1900,1101,4232,1452,170,386,FALSE
1658,UK,finance,01-01-1900,33677,4931,1545,74,970,TRUE
1659,India,sports,01-01-1900,83121,1146,525,157,382,FALSE
1660,Canada,tech,01-01-1900,4085,4375,1938,211,279,TRUE
1667,India,politics,01-01-1900,60205,4806,1397,159,435,FALSE
1668,UK,sports,01-01-1900,55043,1077,425,198,196,FALSE
1669,UK,politics,01-01-1900,82210,4261,1939,36,495,FALSE
1672,India,politics,01-01-1900,210,431,646,323,415,TRUE
1673,USA,tech,01-01-1900,49447,2524,464,414,717,TRUE
1674,Canada,Unknown,01-01-1900,19871,4494,226,125,333,TRUE
1682,India,finance,01-01-1900,15069,2600,1502,322,370,TRUE
1683,UK,sports,01-01-1900,16181,3167,826,417,510,FALSE
1684,USA,politics,01-01-1900,80595,3757,1758,105,320,FALSE
1685,Canada,politics,01-01-1900,86782,4102,328,327,715,FALSE
1686,USA,politics,01-01-1900,84185,2567,860,266,495,TRUE
1692,USA,tech,01-01-1900,54163,3158,655,113,233,FALSE
1695,Canada,sports,01-01-1900,95126,479,785,198,9,TRUE
1696,Germany,tech,01-01-1900,45375,2320,1927,445,430,FALSE
1698,USA,politics,01-01-1900,49641,3965,431,285,792,TRUE
1700,Germany,tech,01-01-1900,16629,895,1453,56,856,FALSE
1701,USA,tech,01-01-1900,88308,1699,1378,63,723,TRUE
1705,UK,sports,01-01-1900,70965,4674,1056,94,217,TRUE
1706,India,finance,01-01-1900,80701,2752,25,121,821,TRUE
1708,Canada,Unknown,01-01-1900,34073,2524,857,122,485,TRUE
1709,Canada,finance,01-01-1900,50787,875,74,154,918,TRUE
1713,Canada,politics,01-01-1900,97707,2940,983,202,355,TRUE
1715,USA,finance,01-01-1900,11329,3868,20,47,495,FALSE
1717,Canada,politics,01-01-1900,40458,2560,684,57,978,FALSE
1719,USA,politics,01-01-1900,79424,921,435,327,989,FALSE
1721,UK,finance,01-01-1900,23921,2595,1894,80,380,TRUE
1724,Germany,sports,01-01-1900,53070,2524,1232,220,495,FALSE
1727,Germany,tech,01-01-1900,96319,3438,1420,251,816,FALSE
1728,UK,Unknown,01-01-1900,69310,821,915,289,714,TRUE
1729,Germany,politics,01-01-1900,48564,4042,1719,266,249,TRUE
1730,USA,finance,01-01-1900,62718,4283,1337,132,879,TRUE
1731,Canada,sports,01-01-1900,32844,1948,1306,117,415,FALSE
1738,India,Unknown,01-01-1900,71317,4649,1351,451,153,TRUE
1739,USA,finance,01-01-1900,63028,4247,1909,25,359,FALSE
1742,Canada,finance,01-01-1900,78995,4604,37,17,407,FALSE
1743,Canada,tech,01-01-1900,25598,2791,117,4,196,TRUE
1744,India,Unknown,01-01-1900,89081,4091,278,251,813,FALSE
1746,India,tech,01-01-1900,16292,1230,244,38,534,FALSE
1750,USA,politics,01-01-1900,14124,2410,248,423,959,TRUE
1751,India,politics,01-01-1900,87730,3554,1306,392,681,FALSE
1758,Germany,finance,01-01-1900,87772,2257,718,304,27,FALSE
1763,Unknown,sports,01-01-1900,53056,2524,1679,348,359,TRUE
1764,Unknown,tech,01-01-1900,17155,101,1411,149,874,TRUE
1768,India,finance,01-01-1900,33354,2452,223,112,238,TRUE
1770,India,politics,01-01-1900,60078,2524,1611,419,662,TRUE
1772,USA,Unknown,01-01-1900,95004,4962,917,44,766,TRUE
1774,USA,politics,01-01-1900,73105,858,507,397,346,FALSE
1775,Canada,tech,01-01-1900,49673,939,1392,302,495,FALSE
1776,UK,finance,01-01-1900,83050,2524,1050,330,140,TRUE
1777,Germany,tech,01-01-1900,5926,2524,1309,218,74,FALSE
1778,Germany,politics,01-01-1900,69346,3222,915,251,539,TRUE
1780,USA,sports,01-01-1900,71571,3344,1413,283,495,FALSE
1782,UK,finance,01-01-1900,49673,27,1464,195,969,FALSE
1783,Canada,finance,01-01-1900,5092,2504,1258,416,263,TRUE
1785,Canada,sports,01-01-1900,7544,1089,202,19,734,TRUE
1787,UK,tech,01-01-1900,24032,2498,1788,221,703,FALSE
1791,India,finance,01-01-1900,52181,816,512,54,827,TRUE
1792,Germany,politics,01-01-1900,4568,223,1331,179,741,FALSE
1793,USA,tech,01-01-1900,53577,1550,548,2,638,TRUE
1794,India,sports,01-01-1900,13521,1572,134,456,553,TRUE
1795,USA,finance,01-01-1900,44721,274,1950,291,873,TRUE
1796,UK,tech,01-01-1900,77439,258,348,477,465,TRUE
1799,Unknown,politics,01-01-1900,77065,4192,1556,408,601,FALSE
1800,India,politics,01-01-1900,52521,2315,1306,67,540,TRUE
1801,Germany,tech,01-01-1900,87098,1186,1855,251,495,TRUE
1803,Germany,tech,01-01-1900,58148,1238,1188,385,76,FALSE
1804,India,finance,01-01-1900,87684,2338,199,113,95,TRUE
1808,Canada,politics,01-01-1900,58354,4112,1162,117,294,TRUE
1809,Canada,sports,01-01-1900,70154,2906,1538,185,904,FALSE
1810,Germany,tech,01-01-1900,42801,1890,1803,341,572,TRUE
1812,India,tech,01-01-1900,17596,1747,702,405,781,TRUE
1814,India,politics,01-01-1900,61689,2524,675,454,772,TRUE
1815,USA,tech,01-01-1900,81924,4703,575,292,1000,FALSE
1817,India,sports,01-01-1900,59770,1395,1585,492,673,TRUE
1818,UK,finance,01-01-1900,2449,1125,544,209,475,FALSE
1824,USA,politics,01-01-1900,88284,1620,1043,169,232,FALSE
1833,Canada,sports,01-01-1900,6440,2980,115,82,495,TRUE
1835,India,politics,01-01-1900,87269,442,1681,372,600,TRUE
1836,India,finance,01-01-1900,56664,1854,1566,41,552,TRUE
1838,Germany,tech,01-01-1900,65014,3910,1535,411,972,TRUE
1841,UK,sports,01-01-1900,53655,560,465,108,423,FALSE
1843,Germany,politics,01-01-1900,59494,295,1282,178,798,FALSE
1846,Germany,sports,01-01-1900,5106,1793,1813,288,129,TRUE
1848,India,tech,01-01-1900,47516,3367,880,337,660,TRUE
1851,UK,finance,01-01-1900,15759,4726,253,493,451,TRUE
1853,Canada,tech,01-01-1900,96029,1073,73,268,495,FALSE
1856,UK,finance,01-01-1900,92498,2524,1447,169,613,FALSE
1858,India,politics,01-01-1900,40242,2524,1159,274,973,FALSE
1862,India,sports,01-01-1900,56441,4192,816,38,495,TRUE
1864,UK,tech,01-01-1900,50277,1977,881,243,665,TRUE
1865,India,sports,01-01-1900,49673,1234,667,5,854,FALSE
1867,USA,politics,01-01-1900,46289,286,1573,169,820,FALSE
1868,Germany,sports,01-01-1900,91960,4849,380,257,551,TRUE
1869,UK,finance,01-01-1900,61695,3079,1862,277,806,TRUE
1872,India,politics,01-01-1900,36390,1715,1318,415,751,TRUE
1873,Canada,tech,01-01-1900,8714,4830,1665,59,478,TRUE
1874,Canada,sports,01-01-1900,73672,4012,133,324,136,TRUE
1877,USA,politics,01-01-1900,69989,3270,1581,118,395,TRUE
1878,Germany,sports,01-01-1900,47097,3556,1773,210,618,FALSE
1881,USA,sports,01-01-1900,48849,103,91,316,164,FALSE
1883,Germany,politics,01-01-1900,26138,943,681,223,854,TRUE
1887,UK,sports,01-01-1900,21505,3743,583,174,393,FALSE
1888,Canada,finance,01-01-1900,95426,2926,1550,229,431,TRUE
1891,Unknown,tech,01-01-1900,31128,1913,721,200,60,FALSE
1892,India,finance,01-01-1900,41448,1622,285,181,597,TRUE
1893,Canada,finance,01-01-1900,62484,1830,756,181,19,FALSE
1895,UK,sports,01-01-1900,13906,745,414,344,643,FALSE
1898,India,politics,01-01-1900,59434,1770,1375,377,70,FALSE
1901,USA,finance,01-01-1900,25322,4667,1220,370,645,FALSE
1902,USA,politics,01-01-1900,19580,1564,1758,48,35,TRUE
1903,India,sports,01-01-1900,94492,1164,222,184,495,TRUE
1905,Canada,tech,01-01-1900,9502,2637,1561,67,346,FALSE
1908,USA,politics,01-01-1900,3243,3006,1712,49,374,FALSE
1909,Canada,tech,01-01-1900,3889,4613,136,50,387,FALSE
1911,USA,sports,01-01-1900,41477,2607,1235,204,440,FALSE
1918,India,tech,01-01-1900,746,4206,238,381,381,TRUE
1920,India,finance,01-01-1900,57938,82,505,227,254,TRUE
1922,Canada,tech,01-01-1900,98999,758,14,309,802,FALSE
1923,USA,finance,01-01-1900,37237,2524,225,307,459,FALSE
1924,Unknown,sports,01-01-1900,65526,3036,990,43,462,FALSE
1929,Canada,sports,01-01-1900,82435,2322,606,367,550,FALSE
1930,USA,tech,01-01-1900,60688,1380,607,230,864,TRUE
1931,USA,tech,01-01-1900,81522,694,647,251,710,FALSE
1934,UK,finance,01-01-1900,65908,220,1544,341,94,TRUE
1939,UK,sports,01-01-1900,15622,3719,983,104,435,FALSE
1940,Canada,finance,01-01-1900,52753,3097,798,429,717,FALSE
1941,Germany,politics,01-01-1900,46516,3133,983,411,785,FALSE
1943,India,sports,01-01-1900,17835,2915,1051,115,446,FALSE
1946,Germany,politics,01-01-1900,9582,1483,502,192,611,FALSE
1948,India,finance,01-01-1900,85015,1943,1883,302,694,TRUE
1952,UK,politics,01-01-1900,54124,3187,1989,53,994,TRUE
1958,UK,sports,01-01-1900,46137,158,90,299,440,FALSE
1961,Germany,finance,01-01-1900,49464,2470,1948,282,689,FALSE
1965,Germany,sports,01-01-1900,73191,3273,1851,194,70,FALSE
1966,USA,finance,01-01-1900,19948,2809,1663,297,153,FALSE
1967,Unknown,politics,01-01-1900,86323,3606,1562,353,376,FALSE
1968,Germany,tech,01-01-1900,23236,1555,1122,33,720,TRUE
1970,USA,politics,01-01-1900,20706,4452,1857,473,445,TRUE
1971,India,politics,01-01-1900,9851,4808,234,340,209,FALSE
1972,India,politics,01-01-1900,42439,4843,1085,450,922,FALSE
1975,USA,tech,01-01-1900,20551,247,96,379,129,TRUE
1976,Germany,finance,01-01-1900,17479,3398,1820,23,132,FALSE
1980,USA,finance,01-01-1900,29315,3089,695,329,495,FALSE
