tweet_id,user_id,tweet_text,timestamp,timestamp.1,likes,retweets,replies,impressions,engagement
T10752,1170,Worst service ever :(,api,2025-01-22T14:03:00.000Z,13849,2639,10,1220,640
T10755,3233,Great product!!! #AI,unknown,2025-01-12T16:01:34.000Z,3190,1096,667,1446,312
T10765,8382,Love this!!! 😊,android,2025-01-10T10:42:00.000Z,9887,1057,492,1160,909
T10767,2939,Error###Detected,web,2025-01-04T09:52:00.000Z,14242,744,743,110,380
T1078,5362,Testing!!!@@@###,api,2025-01-19T09:41:00.000Z,2789,1046,492,1623,1439
T10784,3347,Love this!!! 😊,android,2025-01-11T20:12:00.000Z,5729,1529,303,2799,1574
T10785,2829,Data pipeline broke @ midnight!!!,web,2025-01-10T00:01:00.000Z,5050,498,578,1487,1720
T10786,7766,Data pipeline broke @ midnight!!!,web,2025-01-08T00:57:00.000Z,13379,2991,804,1935,1931
T10788,3552,Spark > Hadoop ???,api,2025-01-19T20:16:00.000Z,12772,4546,677,1329,717
T10791,2822,Data pipeline broke @ midnight!!!,ios,2025-01-16T23:59:00.000Z,17990,2471,567,2954,694
T10797,1324,Good & Bad mixed!!!,ios,2025-01-20T02:39:00.000Z,5152,3180,299,2780,1505
T108,8444,Love this!!! 😊,ios,2025-01-08T05:39:00.000Z,12696,2009,187,1934,1334
T10811,8035,Spark > Hadoop ???,api,2025-01-01T02:29:00.000Z,2415,955,414,2912,1215
T10812,8011,Worst service ever :(,android,2025-01-16T12:32:00.000Z,18154,4634,228,1977,750
T10830,1899,Error###Detected,android,2025-01-06T15:15:00.000Z,3460,1841,133,202,1280
T10837,4971,Great product!!! #AI,ios,2025-01-06T09:15:00.000Z,56,3006,135,2614,1943
T10860,3702,Love this!!! 😊,web,2025-01-21T11:15:00.000Z,3333,4395,79,1137,1318
T10869,7881,Good & Bad mixed!!!,ios,2025-01-06T21:24:00.000Z,13211,2098,39,87,1025
T10870,9408,Love this!!! 😊,web,2025-01-14T19:27:00.000Z,5107,637,308,1984,1821
T10889,1971,Streaming $$$ working,web,2025-01-02T17:06:00.000Z,15770,2567,119,354,1310
T10901,2998,Great product!!! #AI,web,2025-01-24T00:27:00.000Z,1012,0,259,1487,1619
T10906,6901,Null?? value??,api,2025-01-20T03:21:00.000Z,4060,3333,952,2197,554
T10917,3766,Error###Detected,api,2025-01-22T12:57:00.000Z,10027,1989,152,796,63
T10925,8318,Love this!!! 😊,api,2025-01-15T12:55:00.000Z,10252,4186,522,304,517
T10954,1776,Null?? value??,unknown,2025-01-04T16:20:00.000Z,9042,3832,622,879,685
T10964,8334,Testing!!!@@@###,ios,2025-01-19T12:26:00.000Z,8771,1019,77,289,1067
T10979,9699,Null?? value??,web,2025-01-04T19:28:00.000Z,4205,3732,25,936,70
T10990,9802,Spark > Hadoop ???,web,2025-01-18T13:30:00.000Z,1553,4774,671,1487,1980
T11016,3791,Testing!!!@@@###,ios,2025-01-19T19:45:00.000Z,1945,3996,343,285,1080
T11020,2918,Testing!!!@@@###,android,2025-01-06T18:54:00.000Z,7210,4703,123,1960,937
T11021,1978,Null?? value??,ios,2025-01-06T23:58:00.000Z,17617,2300,274,693,1350
T11024,9948,Good & Bad mixed!!!,unknown,2025-01-12T16:01:34.000Z,1543,2020,492,1487,1943
T11027,4101,Streaming $$$ working,api,2025-01-01T15:53:00.000Z,12497,610,289,2700,1357
T1103,8170,Great product!!! #AI,web,2025-01-09T18:17:00.000Z,1713,955,105,2283,625
T11041,6847,Data pipeline broke @ midnight!!!,api,2025-01-06T19:13:00.000Z,13258,64,606,242,584
T11049,1352,Good & Bad mixed!!!,web,2025-01-13T23:33:00.000Z,9718,2270,532,607,597
T11090,1884,Love this!!! 😊,web,2025-01-09T02:44:00.000Z,10067,1929,888,1708,457
T11098,5558,Love this!!! 😊,web,2025-01-04T14:46:00.000Z,16748,4974,552,678,1187
T11102,6715,Love this!!! 😊,android,2025-01-07T12:28:00.000Z,14966,464,781,275,1917
T11103,2287,Data pipeline broke @ midnight!!!,android,2025-01-06T23:44:00.000Z,15081,1800,566,1095,881
T11130,8225,Good & Bad mixed!!!,ios,2025-01-02T15:15:00.000Z,7340,756,175,2842,746
T11144,5919,Null?? value??,web,2025-01-24T02:13:00.000Z,5387,1434,744,2909,600
T11160,7610,Good & Bad mixed!!!,android,2025-01-02T12:25:00.000Z,6538,2051,777,309,77
T11166,2751,Great product!!! #AI,ios,2025-01-04T14:09:00.000Z,13144,4964,398,2692,1083
T11179,2033,Testing!!!@@@###,ios,2025-01-11T19:56:00.000Z,18944,2206,535,248,957
T11186,1124,Spark > Hadoop ???,api,2025-01-18T09:21:00.000Z,4821,182,206,2233,538
T11187,6207,Testing!!!@@@###,ios,2025-01-13T13:23:00.000Z,2670,2629,862,2939,1311
T1119,5364,Data pipeline broke @ midnight!!!,android,2025-01-09T00:05:00.000Z,1542,1873,395,2398,1397
T11200,3814,Error###Detected,api,2025-01-14T08:02:00.000Z,11585,1252,840,417,1150
T11203,1678,Data pipeline broke @ midnight!!!,web,2025-01-19T01:37:00.000Z,19734,3858,686,2502,1447
T11224,7569,Streaming $$$ working,api,2025-01-02T05:05:00.000Z,2778,4250,652,2704,864
T11225,1835,Spark > Hadoop ???,web,2025-01-07T11:02:00.000Z,10174,4628,283,1813,639
T11229,2778,Spark > Hadoop ???,ios,2025-01-03T14:40:00.000Z,19103,3374,816,2939,1597
T11233,2417,Good & Bad mixed!!!,unknown,2025-01-20T03:25:00.000Z,6515,4904,489,1487,1001
T1126,8828,Great product!!! #AI,web,2025-01-14T10:08:00.000Z,12321,215,539,2123,828
T11266,6799,Data pipeline broke @ midnight!!!,web,2025-01-11T09:51:00.000Z,9627,4338,411,690,433
T11269,8240,Testing!!!@@@###,android,2025-01-22T04:15:00.000Z,13153,3772,852,190,22
T1129,5793,Great product!!! #AI,web,2025-01-09T13:22:00.000Z,254,4052,866,212,297
T11293,4131,Love this!!! 😊,api,2025-01-23T14:35:00.000Z,5,3298,389,2364,375
T11303,5384,Worst service ever :(,web,2025-01-22T23:17:00.000Z,14969,3765,16,1570,1768
T11307,9808,Great product!!! #AI,api,2025-01-12T18:10:00.000Z,3203,4991,470,130,1638
T11325,4327,Error###Detected,unknown,2025-01-14T09:09:00.000Z,8812,4221,668,2848,69
T1133,4869,Streaming $$$ working,api,2025-01-09T08:05:00.000Z,636,1825,524,2627,1714
T11334,7828,Great product!!! #AI,ios,2025-01-09T08:13:00.000Z,18678,1256,590,1247,258
T11345,6481,Error###Detected,android,2025-01-12T16:01:34.000Z,3531,3448,938,482,597
T11346,8409,Good & Bad mixed!!!,api,2025-01-09T13:12:00.000Z,17471,247,53,1660,734
T11351,4556,Great product!!! #AI,android,2025-01-12T16:01:34.000Z,4509,2160,864,1487,1104
T11359,7151,Null?? value??,api,2025-01-20T19:01:00.000Z,1840,2471,721,653,772
T11366,5240,Love this!!! 😊,web,2025-01-23T14:43:00.000Z,2863,4668,492,327,175
T1137,7579,Worst service ever :(,ios,2025-01-13T09:47:00.000Z,18180,1521,940,1543,251
T1139,8020,Love this!!! 😊,web,2025-01-16T23:18:00.000Z,8431,4618,477,1594,190
T11392,2200,Worst service ever :(,web,2025-01-15T07:28:00.000Z,8069,2349,675,1762,1329
T11397,7764,Null?? value??,web,2025-01-01T04:41:00.000Z,8624,2783,245,650,1001
T11413,3666,Data pipeline broke @ midnight!!!,api,2025-01-06T00:52:00.000Z,18185,4111,232,2157,158
T11414,4301,Streaming $$$ working,android,2025-01-07T10:19:00.000Z,12898,2526,391,1475,1054
T11417,4298,Testing!!!@@@###,api,2025-01-02T18:57:00.000Z,16640,2182,326,1610,1391
T1143,5482,Spark > Hadoop ???,api,2025-01-23T09:30:00.000Z,10027,3770,580,2921,627
T11474,2921,Streaming $$$ working,android,2025-01-06T14:54:00.000Z,12331,3402,812,481,346
T11476,1444,Good & Bad mixed!!!,ios,2025-01-20T00:03:00.000Z,19748,429,994,1317,1123
T11520,4606,Love this!!! 😊,ios,2025-01-18T05:19:00.000Z,18673,1491,843,1193,303
T11521,4658,Null?? value??,web,2025-01-10T21:45:00.000Z,4635,3343,349,2400,1502
T11555,2649,Worst service ever :(,android,2025-01-19T02:24:00.000Z,17732,4164,927,2333,1528
T11558,5193,Data pipeline broke @ midnight!!!,api,2025-01-11T07:05:00.000Z,5561,3767,904,1832,418
T11567,6365,Error###Detected,android,2025-01-22T22:36:00.000Z,12750,355,335,1292,1173
T11571,4765,Streaming $$$ working,web,2025-01-14T05:23:00.000Z,2160,1435,845,943,1001
T11573,5295,Error###Detected,api,2025-01-08T12:04:00.000Z,9591,2257,782,141,1103
T11576,4473,Streaming $$$ working,android,2025-01-22T02:14:00.000Z,4937,4181,317,2037,1750
T11579,8755,Great product!!! #AI,web,2025-01-02T09:18:00.000Z,10027,4909,182,2763,550
T11595,9419,Good & Bad mixed!!!,web,2025-01-02T07:28:00.000Z,2208,2792,633,1625,722
T116,9669,Love this!!! 😊,web,2025-01-19T02:52:00.000Z,14924,3737,492,1394,1496
T11613,7923,Spark > Hadoop ???,web,2025-01-21T06:51:00.000Z,7130,89,369,57,1256
T11614,2485,Spark > Hadoop ???,web,2025-01-23T08:34:00.000Z,1326,2743,689,2755,62
T11620,2360,Testing!!!@@@###,web,2025-01-10T15:20:00.000Z,3359,4042,311,913,109
T11643,8798,Spark > Hadoop ???,android,2025-01-20T20:28:00.000Z,7219,2471,492,1322,396
T11652,8370,Null?? value??,web,2025-01-08T09:21:00.000Z,5890,4486,666,2453,1530
T11657,8454,Spark > Hadoop ???,ios,2025-01-10T12:51:00.000Z,15593,1784,625,1386,1533
T11662,4509,Data pipeline broke @ midnight!!!,ios,2025-01-12T10:12:00.000Z,19696,3083,942,1703,396
T1167,1189,Great product!!! #AI,web,2025-01-17T02:33:00.000Z,13962,4802,149,833,696
T11675,1310,Null?? value??,ios,2025-01-03T20:32:00.000Z,16457,4082,623,2229,352
T11683,6445,Spark > Hadoop ???,android,2025-01-06T05:14:00.000Z,7278,2053,209,1695,108
T11694,8857,Good & Bad mixed!!!,android,2025-01-16T18:20:00.000Z,6606,2851,810,2194,893
T11697,7489,Worst service ever :(,web,2025-01-03T19:23:00.000Z,1416,4939,264,2092,1565
T1170,1801,Streaming $$$ working,api,2025-01-20T21:54:00.000Z,2094,1394,492,2808,1251
T11701,5012,Love this!!! 😊,ios,2025-01-17T14:54:00.000Z,14182,2471,587,961,1822
T11706,2862,Testing!!!@@@###,api,2025-01-16T18:52:00.000Z,14721,2963,720,1490,564
T11710,3541,Data pipeline broke @ midnight!!!,web,2025-01-12T21:24:00.000Z,3603,3849,108,1480,1001
T11719,7027,Great product!!! #AI,android,2025-01-15T08:49:00.000Z,7461,193,876,2751,430
T11720,6022,Null?? value??,web,2025-01-15T21:09:00.000Z,5745,3342,333,1659,1727
T11723,9691,Great product!!! #AI,web,2025-01-05T12:03:00.000Z,7469,3981,408,2117,1001
T1173,5577,Worst service ever :(,ios,2025-01-05T20:58:00.000Z,10027,2605,834,2134,1279
T11733,8766,Null?? value??,web,2025-01-04T00:32:00.000Z,14833,2471,471,841,1064
T11739,4896,Error###Detected,android,2025-01-13T14:24:00.000Z,10027,4897,278,2124,543
T11740,8718,Error###Detected,ios,2025-01-20T21:45:00.000Z,5515,1907,464,247,1431
T11751,7244,Null?? value??,web,2025-01-16T00:54:00.000Z,1688,4275,619,987,1700
T11753,2155,Spark > Hadoop ???,web,2025-01-12T04:33:00.000Z,11105,3090,587,1327,1033
T11766,9786,Love this!!! 😊,ios,2025-01-01T05:22:00.000Z,7019,3641,673,2213,1866
T11776,7497,Spark > Hadoop ???,android,2025-01-04T19:10:00.000Z,5659,2591,492,1626,400
T1178,3208,Streaming $$$ working,android,2025-01-20T02:24:00.000Z,2031,85,263,271,701
T11785,4957,Great product!!! #AI,api,2025-01-19T21:55:00.000Z,15593,2520,823,443,1448
T11786,6934,Streaming $$$ working,web,2025-01-01T17:00:00.000Z,1668,859,24,946,1096
T11789,8279,Streaming $$$ working,android,2025-01-21T11:12:00.000Z,1965,2471,952,1276,15
T11794,9110,Good & Bad mixed!!!,api,2025-01-11T21:15:00.000Z,14906,1459,437,2348,1313
T11818,7098,Great product!!! #AI,android,2025-01-05T04:52:00.000Z,8736,4725,692,2528,1420
T11819,8945,Good & Bad mixed!!!,api,2025-01-17T17:46:00.000Z,7448,1605,440,127,1193
T11820,7675,Great product!!! #AI,web,2025-01-08T08:25:00.000Z,11719,2495,294,2036,1691
T11829,7807,Data pipeline broke @ midnight!!!,api,2025-01-23T05:56:00.000Z,7563,2737,865,2741,916
T11832,8966,Worst service ever :(,android,2025-01-12T11:58:00.000Z,10349,414,633,360,898
T11843,1128,Good & Bad mixed!!!,android,2025-01-06T09:41:00.000Z,17367,2691,707,539,1317
T11846,4617,Worst service ever :(,android,2025-01-23T06:58:00.000Z,13439,605,507,2249,1164
T11847,8107,Good & Bad mixed!!!,android,2025-01-11T14:48:00.000Z,5937,860,105,317,1962
T11859,9400,Good & Bad mixed!!!,ios,2025-01-22T09:53:00.000Z,10615,2217,376,2891,233
T11884,9163,Love this!!! 😊,api,2025-01-23T16:04:00.000Z,4675,2471,263,2996,844
T11898,1938,Love this!!! 😊,api,2025-01-03T19:34:00.000Z,16973,2131,418,1550,1500
T11902,4728,Null?? value??,web,2025-01-02T23:21:00.000Z,17238,4068,143,373,1645
T11922,5859,Data pipeline broke @ midnight!!!,ios,2025-01-22T13:28:00.000Z,11023,2471,909,1792,1113
T11949,5468,Love this!!! 😊,api,2025-01-10T09:56:00.000Z,11835,510,966,1487,1001
T11954,6918,Good & Bad mixed!!!,web,2025-01-11T15:08:00.000Z,14548,1680,860,2519,1536
T11959,8097,Testing!!!@@@###,ios,2025-01-21T20:46:00.000Z,12335,1876,632,288,1725
T11960,1801,Null?? value??,ios,2025-01-13T00:21:00.000Z,13760,3720,338,1210,1118
T11968,5545,Streaming $$$ working,web,2025-01-08T22:11:00.000Z,19639,4999,617,657,546
T1197,8642,Great product!!! #AI,api,2025-01-12T16:01:34.000Z,18462,2521,317,1673,1014
T11975,7738,Data pipeline broke @ midnight!!!,web,2025-01-15T13:40:00.000Z,16812,2643,275,243,1651
T11983,8997,Good & Bad mixed!!!,ios,2025-01-17T00:37:00.000Z,5599,1750,695,707,109
T11986,7754,Streaming $$$ working,api,2025-01-01T11:37:00.000Z,5624,803,508,396,1001
T11992,3703,Data pipeline broke @ midnight!!!,android,2025-01-12T16:01:34.000Z,13921,3419,512,2991,1320
T11996,8354,Love this!!! 😊,web,2025-01-04T13:40:00.000Z,961,1997,598,775,1001
T12000,7891,Worst service ever :(,web,2025-01-07T18:46:00.000Z,15759,350,323,2317,1111
T12019,7880,Spark > Hadoop ???,api,2025-01-20T19:35:00.000Z,2659,956,299,1267,1910
T12020,5791,Good & Bad mixed!!!,api,2025-01-23T07:28:00.000Z,4881,2855,382,432,108
T1203,7320,Error###Detected,android,2025-01-03T10:20:00.000Z,5744,4292,247,522,1045
T12036,3114,Streaming $$$ working,android,2025-01-16T04:34:00.000Z,18212,2471,745,1254,1690
T12039,9862,Love this!!! 😊,web,2025-01-07T06:12:00.000Z,16263,2668,919,1953,759
T12063,4793,Spark > Hadoop ???,ios,2025-01-15T21:40:00.000Z,1387,4191,13,1841,440
T12066,5876,Error###Detected,api,2025-01-04T11:17:00.000Z,11177,3425,155,1988,1062
T12071,4437,Love this!!! 😊,android,2025-01-02T13:22:00.000Z,1764,2252,347,1479,754
T12079,5579,Spark > Hadoop ???,web,2025-01-04T16:05:00.000Z,10401,1536,154,265,788
T12080,5933,Love this!!! 😊,api,2025-01-14T13:40:00.000Z,10205,985,794,1254,824
T12083,7862,Data pipeline broke @ midnight!!!,unknown,2025-01-14T19:34:00.000Z,18324,920,144,903,1001
T12090,9595,Streaming $$$ working,web,2025-01-12T00:57:00.000Z,14572,2287,883,654,1505
T12106,6222,Worst service ever :(,android,2025-01-19T15:18:00.000Z,3355,4558,699,964,483
T12121,6492,Great product!!! #AI,android,2025-01-20T10:54:00.000Z,2806,4963,220,1494,1665
T12123,3911,Worst service ever :(,android,2025-01-10T10:40:00.000Z,16171,4536,230,2584,1001
T12129,4385,Testing!!!@@@###,ios,2025-01-23T09:53:00.000Z,16239,1808,255,516,1218
T12130,4501,Spark > Hadoop ???,api,2025-01-20T17:57:00.000Z,1247,504,677,1342,476
T12133,9772,Spark > Hadoop ???,ios,2025-01-14T16:34:00.000Z,13483,4556,609,491,709
T12134,2129,Worst service ever :(,android,2025-01-08T19:08:00.000Z,5508,2746,916,492,1270
T12153,6433,Worst service ever :(,ios,2025-01-16T16:15:00.000Z,5893,3167,58,1827,339
T12169,5743,Data pipeline broke @ midnight!!!,ios,2025-01-20T11:13:00.000Z,18343,3586,183,1495,115
T1217,3297,Good & Bad mixed!!!,web,2025-01-19T08:41:00.000Z,12327,4105,982,914,1444
T12182,4631,Worst service ever :(,api,2025-01-01T07:16:00.000Z,4477,4493,66,763,959
T12214,4262,Data pipeline broke @ midnight!!!,ios,2025-01-13T05:29:00.000Z,2594,1672,178,2814,522
T12232,2411,Error###Detected,api,2025-01-22T09:08:00.000Z,7786,4905,778,1312,1110
T12240,7382,Data pipeline broke @ midnight!!!,unknown,2025-01-19T13:04:00.000Z,16630,292,408,2766,656
T1225,1106,Null?? value??,android,2025-01-11T08:16:00.000Z,8945,2732,911,2671,1095
T12260,2057,Love this!!! 😊,web,2025-01-18T08:56:00.000Z,5610,580,404,2458,98
T12272,2262,Spark > Hadoop ???,api,2025-01-09T00:06:00.000Z,10456,1272,739,1542,464
T12286,8472,Worst service ever :(,api,2025-01-19T12:03:00.000Z,10027,4637,296,1957,754
T12297,1166,Spark > Hadoop ???,ios,2025-01-07T05:15:00.000Z,9667,3372,484,2046,782
T12304,9328,Spark > Hadoop ???,ios,2025-01-18T03:13:00.000Z,17185,4690,907,628,1747
T1234,3450,Love this!!! 😊,ios,2025-01-06T02:13:00.000Z,4140,3105,476,836,843
T12351,7455,Null?? value??,api,2025-01-11T21:33:00.000Z,18584,1264,789,1892,343
T12387,8120,Worst service ever :(,ios,2025-01-19T21:06:00.000Z,7526,4766,387,58,1094
T12391,3940,Null?? value??,web,2025-01-01T20:21:00.000Z,16215,3500,766,1760,1090
T12408,9587,Null?? value??,android,2025-01-12T16:01:34.000Z,10027,3590,329,2265,1805
T12411,3734,Data pipeline broke @ midnight!!!,api,2025-01-16T01:00:00.000Z,8410,3998,152,2543,1457
T12433,7849,Great product!!! #AI,ios,2025-01-12T16:01:34.000Z,11172,1053,62,4,719
T12434,2991,Love this!!! 😊,ios,2025-01-20T18:17:00.000Z,6523,4713,580,568,1383
T12443,2872,Worst service ever :(,web,2025-01-18T20:13:00.000Z,3485,4593,1,1037,1121
T12451,7307,Great product!!! #AI,ios,2025-01-22T05:52:00.000Z,8650,1444,718,870,549
T12461,3661,Testing!!!@@@###,web,2025-01-18T10:20:00.000Z,11507,2433,991,2686,1324
T12467,1603,Great product!!! #AI,android,2025-01-03T15:43:00.000Z,15426,3602,640,1520,1924
T12468,7016,Great product!!! #AI,android,2025-01-02T18:06:00.000Z,17730,2471,730,1229,1134
T12470,2357,Testing!!!@@@###,api,2025-01-24T02:42:00.000Z,16820,4692,565,1633,1397
T12485,1159,Worst service ever :(,web,2025-01-19T11:18:00.000Z,14395,1140,675,2045,1450
T12493,4150,Love this!!! 😊,api,2025-01-11T00:31:00.000Z,12025,2797,492,361,1137
T12503,5070,Good & Bad mixed!!!,web,2025-01-10T17:28:00.000Z,4902,2117,793,1140,909
T12505,6844,Null?? value??,unknown,2025-01-20T00:47:00.000Z,2745,2633,492,2154,1081
