trend_timestamp,topic_category,country,tweet_volume,mention_count,retweet_count,trend_score,sentiment_index,impressions,engagement_count
06-01-2025,Cloud,India,5067,1936,9170,0.500161305,0.209391827,73287,25930
06-01-2025,Cloud,UK,5838,5413,2158,0.500161305,0.511294411,7032,2725
06-01-2025,Cloud,USA,8724,6941,5934,0.500161305,0.615973848,72404,25609
06-01-2025,Finance,Germany,9122,2733,6824,0.500161305,0.761036674,33453,32271
06-01-2025,Finance,India,6375,5239,5205,0.500161305,0.697646906,31409,30956
06-01-2025,Finance,UK,7577,4642,3626,0.500161305,0.656616993,81280,35291
06-01-2025,Finance,USA,3426,2544,3334,0.806529269,0.852696675,25325,42894
06-01-2025,Sports,Germany,8018,6411,5450,0.023368478,0.890897613,55177,33749
06-01-2025,Sports,India,1941,1342,5402,0.02655168,0.976647532,34741,12667
06-01-2025,Sports,UK,5375,2241,4481,0.500161305,0.255753552,70790,33754
06-01-2025,Sports,USA,4779,1115,3116,0.804753521,0.099948651,39746,30922
07-01-2025,AI,Germany,2838,7980,348,0.742377593,0.755349135,58394,4977
07-01-2025,AI,India,226,477,6578,0.774289621,0.545484991,51175,19273
07-01-2025,AI,UK,4174,6997,7961,0.244518955,0.757328324,9766,37135
07-01-2025,AI,USA,1503,2637,3763,0.500161305,0.956830275,82085,11188
07-01-2025,Cloud,Germany,5067,453,6206,0.033560382,0.30930424,16449,25609
07-01-2025,Cloud,India,8074,901,5847,0.794315378,0.455107906,43118,36649
07-01-2025,Cloud,UK,1390,4999,4126,0.500161305,0.066774886,53121,26083
07-01-2025,Cloud,USA,7969,4999,8272,0.355482567,0.76216869,22906,42949
07-01-2025,Finance,Germany,2549,3106,9801,0.44191306,0.782912688,69322,13722
07-01-2025,Finance,India,7182,1381,4382,0.500161305,0.870728064,9088,5266
07-01-2025,Finance,UK,7018,7077,5059,0.33858763,0.297505049,89470,8839
07-01-2025,Finance,USA,5594,4630,7560,0.83825954,0.07765417,37011,44018
07-01-2025,Sports,Germany,4520,3338,5592,0.681097536,0.474510308,54198,37636
07-01-2025,Sports,India,756,7047,7971,0.944043866,0.504272069,27594,1499
07-01-2025,Sports,UK,6396,3132,1611,0.790664671,0.547303339,29617,10215
07-01-2025,Sports,USA,6746,9094,5090,0.263266205,0.452466209,29467,31305
08-01-2025,AI,Germany,6739,6363,7327,0.22091194,0.619550852,22084,46138
08-01-2025,AI,India,110,974,4439,0.532507677,0.611039155,15133,26998
08-01-2025,AI,UK,1644,6947,1379,0.178641258,0.894929781,49018,10006
08-01-2025,AI,USA,2734,5965,1578,0.086374543,0.117975944,57593,45492
08-01-2025,Cloud,Germany,5183,2245,1255,0.732413142,0.018928012,83761,17516
08-01-2025,Cloud,India,2577,4999,832,0.500161305,0.028782667,58838,2227
08-01-2025,Cloud,UK,8319,870,4776,0.500161305,0.903764897,20142,3960
08-01-2025,Cloud,USA,2858,7419,4316,0.500161305,0.291128033,42994,46306
08-01-2025,Finance,Germany,5067,9507,2431,0.369833947,0.040226331,84398,34989
08-01-2025,Finance,India,253,5659,5300,0.188937221,0.798949591,68897,37248
08-01-2025,Finance,UK,5067,1373,8287,0.500161305,0.828094419,48153,13273
08-01-2025,Finance,USA,9871,6915,6188,0.500161305,0.821721452,53293,2354
08-01-2025,Sports,Germany,8162,1722,6586,0.500161305,0.561600041,85207,48178
08-01-2025,Sports,India,4266,3791,8905,0.500161305,0.504272069,54323,37942
08-01-2025,Sports,UK,6447,1658,4471,0.500161305,0.020969956,27398,45582
08-01-2025,Sports,USA,3383,9683,9588,0.500161305,0.543907029,71972,6655
09-01-2025,AI,Germany,7648,1841,2259,0.500161305,0.599758733,26607,20781
09-01-2025,AI,India,3909,9655,7923,0.500161305,0.390774145,75502,48967
09-01-2025,AI,UK,4238,4428,1643,0.7084061,0.317888042,86186,1451
09-01-2025,AI,USA,9237,9460,6821,0.713301872,0.933683587,51175,26645
09-01-2025,Cloud,Germany,3569,9054,4472,0.059622701,0.590016703,47101,25459
09-01-2025,Cloud,India,5173,4999,5556,0.827805118,0.96072075,65956,5659
09-01-2025,Cloud,UK,8596,7301,9556,0.500161305,0.481940307,27288,41352
09-01-2025,Cloud,USA,3933,3866,985,0.500161305,0.106271955,15332,26618
09-01-2025,Finance,Germany,6747,7156,1686,0.842826078,0.574134032,82091,28191
09-01-2025,Finance,India,8676,5487,8138,0.500161305,0.972187396,16135,47131
09-01-2025,Finance,UK,1318,5172,5446,0.500161305,0.195789505,98813,26345
09-01-2025,Finance,USA,3491,7741,8665,0.500161305,0.870097677,50769,47954
09-01-2025,Sports,Germany,8608,2055,2346,0.500161305,0.587866886,26417,41606
09-01-2025,Sports,India,1715,4999,2542,0.610203389,0.237178227,29088,14408
09-01-2025,Sports,UK,2060,2135,5213,0.500161305,0.396699999,14070,37620
09-01-2025,Sports,USA,7456,5193,9245,0.203908771,0.78786727,25077,5144
10-01-2025,AI,Germany,6049,4019,1040,0.500161305,0.443335289,69969,21624
10-01-2025,AI,India,1191,5001,4593,0.951492473,0.504272069,5241,3341
10-01-2025,AI,UK,737,2319,2571,0.500161305,0.579619443,8850,48881
10-01-2025,AI,USA,8741,275,9402,0.326684281,0.946568092,97663,10758
10-01-2025,Cloud,Germany,1306,7315,7075,0.186215354,0.504272069,24980,6903
10-01-2025,Cloud,India,4217,8484,5062,0.828402077,0.563119559,44122,48183
10-01-2025,Cloud,UK,4762,2146,7521,0.500161305,0.420846588,15256,25609
10-01-2025,Cloud,USA,8003,8996,4984,0.046530546,0.778726648,89394,32523
10-01-2025,Finance,Germany,5259,3624,6014,0.500161305,0.429685109,77623,46970
10-01-2025,Finance,India,7737,3664,4374,0.500161305,0.708151506,26566,45292
10-01-2025,Finance,UK,6315,4872,6482,0.500161305,0.856452226,58433,45167
10-01-2025,Finance,USA,1212,7263,8127,0.500161305,0.264923648,13050,42570
10-01-2025,Sports,Germany,3703,6475,3549,0.500161305,0.978902321,58688,28735
10-01-2025,Sports,India,9080,7681,235,0.500161305,0.203951116,36302,22184
10-01-2025,Sports,UK,3608,3481,6147,0.500161305,0.206513937,76308,25609
10-01-2025,Sports,USA,2689,8786,3024,0.680141435,0.632030944,1170,6104
11-01-2025,AI,Germany,4938,3796,6634,0.500161305,0.886490146,53859,27234
11-01-2025,AI,India,1518,6700,4456,0.764080237,0.497554229,12294,25147
11-01-2025,AI,UK,3156,8122,4553,0.500161305,0.066681132,57592,49635
11-01-2025,AI,USA,8325,9154,2989,0.500161305,0.180850536,68792,49643
11-01-2025,Cloud,Germany,3199,5237,2297,0.500161305,0.418286811,16487,12818
11-01-2025,Cloud,India,8958,6696,2916,0.078096281,0.160552675,4448,41405
11-01-2025,Cloud,UK,376,3173,5106,0.136555375,0.302587525,14193,14917
11-01-2025,Cloud,USA,9270,3278,5168,0.500161305,0.361886974,18696,49550
11-01-2025,Finance,Germany,8944,1424,9876,0.347964356,0.552232564,63383,43737
11-01-2025,Finance,India,464,2663,600,0.500161305,0.312269968,73827,19426
11-01-2025,Finance,UK,4202,363,3568,0.500161305,0.977156943,37113,13329
11-01-2025,Finance,USA,5791,2668,8223,0.475510529,0.755738157,39969,24461
11-01-2025,Sports,Germany,4520,4534,203,0.104533624,0.868386965,16342,49213
11-01-2025,Sports,India,1528,4023,992,0.746727055,0.479204698,28886,31244
11-01-2025,Sports,UK,7947,2317,6637,0.860692684,0.263881644,69905,7389
11-01-2025,Sports,USA,1404,6916,7177,0.500161305,0.842526201,9392,11844
12-01-2025,AI,Germany,505,4447,2311,0.500161305,0.566212931,66005,39720
12-01-2025,AI,India,3967,5403,3984,0.500161305,0.439531865,51175,46342
12-01-2025,AI,UK,5062,2949,6852,0.661217594,0.122233731,53127,47996
12-01-2025,AI,USA,7307,723,4984,0.500161305,0.919113384,99505,16835
12-01-2025,Cloud,Germany,4467,9761,4342,0.500161305,0.667464324,3912,2575
12-01-2025,Cloud,India,4582,7393,9106,0.500161305,0.932104238,19396,38002
12-01-2025,Cloud,UK,9093,1546,2997,0.292657258,0.238989866,9148,29834
12-01-2025,Cloud,USA,8776,3541,3705,0.500161305,0.723055825,89457,25609
12-01-2025,Finance,Germany,9565,5342,7509,0.500161305,0.766180359,12182,46423
12-01-2025,Finance,India,275,3109,9586,0.847064954,0.141123068,72022,33365
12-01-2025,Finance,UK,9927,4727,712,0.500161305,0.273299363,75630,35545
12-01-2025,Finance,USA,1010,556,6839,0.500161305,0.054361799,69346,25560
12-01-2025,Sports,Germany,649,4764,4984,0.500161305,0.490887866,96385,30376
12-01-2025,Sports,India,135,8539,5413,0.367829694,0.443155871,91566,48096
12-01-2025,Sports,UK,6333,5402,2791,0.040049936,0.200399374,51175,46669
12-01-2025,Sports,USA,4391,4604,7914,0.500161305,0.482001614,14125,28234
13-01-2025,AI,Germany,8856,6776,9504,0.500161305,0.014633021,29108,9382
13-01-2025,AI,India,7969,223,2297,0.500161305,0.730429347,51175,14144
13-01-2025,AI,UK,1215,4999,5139,0.500161305,0.343300139,66652,21748
13-01-2025,AI,USA,2873,4158,3073,0.963208114,0.459947384,51175,28958
13-01-2025,Cloud,Germany,4052,5197,9360,0.500161305,0.960007959,23312,22122
13-01-2025,Cloud,India,7053,5635,716,0.31842185,0.544570598,58175,6098
13-01-2025,Cloud,UK,5116,3125,2901,0.121737611,0.692596141,43003,25609
13-01-2025,Cloud,USA,5737,5269,569,0.392557998,0.504272069,66731,8302
13-01-2025,Finance,Germany,636,1817,2352,0.500161305,0.484374282,14917,17542
13-01-2025,Finance,India,5067,8267,7125,0.500161305,0.998921968,16618,23930
13-01-2025,Finance,UK,4489,1936,6191,0.494958945,0.496858579,31674,2142
13-01-2025,Finance,USA,3751,654,4984,0.500161305,0.116901642,15725,11418
13-01-2025,Sports,Germany,3217,3811,6118,0.263897297,0.460856784,34848,4849
13-01-2025,Sports,India,312,3530,7537,0.33367179,0.637626361,86341,27320
13-01-2025,Sports,UK,6874,5464,7726,0.500161305,0.583519203,7861,19018
13-01-2025,Sports,USA,771,450,4511,0.500161305,0.26026957,59894,21908
14-01-2025,AI,Germany,3295,578,2500,0.500161305,0.067233656,29522,25609
14-01-2025,AI,India,292,9633,2936,0.015841927,0.246591166,34205,20019
14-01-2025,AI,UK,6900,294,8172,0.500161305,0.87815116,53500,20504
14-01-2025,AI,USA,1437,9015,246,0.500161305,0.744824215,31950,47751
14-01-2025,Cloud,Germany,7035,1767,3573,0.500161305,0.613837208,51175,28721
14-01-2025,Cloud,India,4053,9705,943,0.489263586,0.74617889,11425,12790
14-01-2025,Cloud,UK,6101,9247,9875,0.830585322,0.278091823,20614,24033
14-01-2025,Cloud,USA,1777,7455,6859,0.500161305,0.029293188,35403,45350
14-01-2025,Finance,Germany,4955,8396,7346,0.991444505,0.279398056,20001,40660
14-01-2025,Finance,India,3382,8437,3377,0.500161305,0.051074441,7692,35305
14-01-2025,Finance,UK,7477,4452,3771,0.500161305,0.799526944,71551,47830
14-01-2025,Finance,USA,6282,7166,9198,0.500161305,0.93679662,74913,41647
14-01-2025,Sports,Germany,3382,2433,2923,0.500161305,0.451307787,51175,30746
14-01-2025,Sports,India,6125,2290,2786,0.500161305,0.332453366,37365,10801
14-01-2025,Sports,UK,5067,124,1665,0.500161305,0.942546726,11306,37084
14-01-2025,Sports,USA,7443,4924,808,0.500161305,0.802727683,91292,46202
15-01-2025,AI,Germany,5067,2881,3181,0.500161305,0.323714188,59364,21208
15-01-2025,AI,India,9766,6157,9553,0.500161305,0.174383116,98886,6372
15-01-2025,AI,UK,5284,888,7187,0.816860107,0.178186043,52565,49989
15-01-2025,AI,USA,8485,6991,4984,0.488918682,0.85981452,49965,42060
15-01-2025,Cloud,Germany,3369,9949,9376,0.319585954,0.722493696,71890,26001
15-01-2025,Cloud,India,3431,1096,6786,0.500161305,0.372043401,24503,9233
15-01-2025,Cloud,UK,2423,3656,910,0.815503424,0.479670026,1259,3961
15-01-2025,Cloud,USA,3248,5633,2674,0.877932239,0.921312243,38692,6025
15-01-2025,Finance,Germany,2617,6865,4984,0.928313173,0.402571444,75355,4576
15-01-2025,Finance,India,332,313,3990,0.500161305,0.319476882,51175,15630
15-01-2025,Finance,UK,1027,930,6874,0.631621954,0.936640586,39168,37410
15-01-2025,Finance,USA,5067,8893,989,0.914105532,0.201582456,68816,24999
15-01-2025,Sports,Germany,7460,6863,6608,0.825019822,0.447407475,98726,9246
15-01-2025,Sports,India,8226,3114,5887,0.500161305,0.491065119,16624,39231
15-01-2025,Sports,UK,4012,3075,3037,0.500161305,0.950441487,90926,25609
15-01-2025,Sports,USA,6997,3482,7432,0.530681657,0.312596315,87631,25609
16-01-2025,AI,Germany,6624,2148,1058,0.484329837,0.111963974,62280,34545
16-01-2025,AI,India,358,4999,4283,0.500161305,0.195378598,31072,21888
16-01-2025,AI,UK,8398,7245,4703,0.345349962,0.68487807,41783,14200
16-01-2025,AI,USA,4823,1549,5864,0.401632056,0.504272069,47355,25609
16-01-2025,Cloud,Germany,5067,2312,5709,0.772755268,0.623015892,87343,7525
16-01-2025,Cloud,India,270,4999,1036,0.500161305,0.457619616,5543,42026
16-01-2025,Cloud,UK,3108,2397,7918,0.405062581,0.25537932,89354,2278
16-01-2025,Cloud,USA,9612,6821,9217,0.772161852,0.742806407,87730,20267
16-01-2025,Finance,Germany,5067,6307,4984,0.500161305,0.862986621,3761,12586
16-01-2025,Finance,India,6421,9409,3955,0.500161305,0.119158902,78042,4643
16-01-2025,Finance,UK,434,5461,6208,0.483767342,0.882391093,56247,1448
16-01-2025,Finance,USA,6652,4319,3545,0.505276915,0.94253931,33433,45112
16-01-2025,Sports,Germany,5582,8828,1943,0.500161305,0.671826211,17280,39995
16-01-2025,Sports,India,1154,8705,8594,0.929374261,0.516647463,52604,25609
16-01-2025,Sports,UK,5826,6111,6184,0.188417562,0.848844693,30396,25609
16-01-2025,Sports,USA,9014,1510,358,0.540352969,0.249279244,75974,36279
17-01-2025,AI,Germany,9399,2207,8906,0.186956232,0.560059647,44114,30182
17-01-2025,AI,India,7592,9210,8930,0.469702878,0.432854128,51175,17751
17-01-2025,AI,UK,8749,4923,7205,0.500161305,0.408685943,80885,12220
17-01-2025,AI,USA,7823,7059,8874,0.500161305,0.504272069,19313,36855
17-01-2025,Cloud,Germany,9638,4126,5517,0.500161305,0.485182172,79745,43544
17-01-2025,Cloud,India,2768,9983,6708,0.500161305,0.504272069,60769,35881
17-01-2025,Cloud,UK,9349,7405,3601,0.781841111,0.536115283,98942,19122
17-01-2025,Cloud,USA,6731,9231,6873,0.500161305,0.266928732,44818,33821
17-01-2025,Finance,Germany,512,1680,1894,0.500161305,0.672200286,34070,16131
17-01-2025,Finance,India,6903,5412,4984,0.500161305,0.105469324,86643,1227
17-01-2025,Finance,UK,7955,6352,3000,0.955291305,0.925114374,99851,48386
17-01-2025,Finance,USA,6710,3055,1215,0.128760058,0.959315289,67255,39525
17-01-2025,Sports,Germany,6351,2299,3848,0.087892917,0.85018843,96815,4931
17-01-2025,Sports,India,447,3842,4868,0.500161305,0.812512883,77358,28908
17-01-2025,Sports,UK,2387,1236,7470,0.886867939,0.181290696,53851,17493
17-01-2025,Sports,USA,4326,2111,6166,0.369719547,0.763970947,97024,10447
18-01-2025,AI,Germany,9970,3425,1653,0.143849164,0.8081436,68361,21944
18-01-2025,AI,India,5861,8865,9214,0.500161305,0.583957927,4005,11335
18-01-2025,AI,UK,3518,6660,4122,0.888056027,0.996047035,79091,3169
18-01-2025,AI,USA,9794,6573,4795,0.644990102,0.48323805,27318,21121
18-01-2025,Cloud,Germany,5722,1225,7463,0.402364128,0.514993946,39908,5495
18-01-2025,Cloud,India,6103,6317,6678,0.841173458,0.580159386,67677,6938
18-01-2025,Cloud,UK,6233,3146,8194,0.012126776,0.283940057,60614,47378
18-01-2025,Cloud,USA,4243,1902,3452,0.578924794,0.887729199,8352,24418
18-01-2025,Finance,Germany,6702,3666,2220,0.287423155,0.353318639,50951,34074
18-01-2025,Finance,India,7652,703,7941,0.500161305,0.702108366,53912,5435
18-01-2025,Finance,UK,2779,7880,4882,0.500161305,0.990265193,78332,17768
18-01-2025,Finance,USA,5439,1078,2674,0.184646302,0.443464177,39388,5534
18-01-2025,Sports,Germany,9283,9119,8680,0.500161305,0.596443917,39206,5851
18-01-2025,Sports,India,673,8601,6833,0.500161305,0.980163628,21638,16343
18-01-2025,Sports,UK,7066,9310,1137,0.35381743,0.193900384,70819,38489
18-01-2025,Sports,USA,2550,3517,9004,0.652856291,0.142210463,25388,6944
19-01-2025,AI,Germany,3175,4918,7631,0.500161305,0.96526068,86399,32056
19-01-2025,AI,India,7959,3516,4262,0.5920544,0.011044951,94480,29241
19-01-2025,AI,UK,5759,7056,557,0.500161305,0.142630489,9577,40699
19-01-2025,AI,USA,656,7791,3032,0.500161305,0.723326291,35100,4309
19-01-2025,Cloud,Germany,8937,6625,5624,0.606601288,0.504272069,74423,41514
19-01-2025,Cloud,India,5067,1174,624,0.500161305,0.79981954,74163,39139
19-01-2025,Cloud,UK,9556,8816,189,0.364425044,0.223945234,85865,10253
19-01-2025,Cloud,USA,6758,2138,7786,0.500161305,0.853730532,79940,25609
19-01-2025,Finance,Germany,8144,9901,4728,0.783231724,0.796564416,84737,5986
19-01-2025,Finance,India,4795,2174,4984,0.762113114,0.842628182,33483,40609
19-01-2025,Finance,UK,2364,844,1760,0.144919216,0.644862364,64442,34024
19-01-2025,Finance,USA,7050,4140,1143,0.500161305,0.29987126,49832,25609
19-01-2025,Sports,Germany,2373,8334,1093,0.500161305,0.693779676,51175,10360
19-01-2025,Sports,India,1722,5105,5736,0.724647716,0.734034849,73729,12762
19-01-2025,Sports,UK,8549,8640,3496,0.500161305,0.176725197,2104,25609
19-01-2025,Sports,USA,8103,4742,1326,0.500161305,0.065586162,54609,39253
20-01-2025,AI,Germany,6567,5756,9829,0.500161305,0.684947075,69257,38052
20-01-2025,AI,India,1781,2700,7689,0.500161305,0.306921415,56848,35493
20-01-2025,AI,UK,2962,5289,435,0.17738327,0.959058183,54012,39936
20-01-2025,AI,USA,369,1040,526,0.500161305,0.13564255,91251,39673
20-01-2025,Cloud,Germany,5067,9742,1536,0.191104113,0.314953161,93088,4434
20-01-2025,Cloud,India,9037,4999,3474,0.251533494,0.125145337,55173,46092
20-01-2025,Cloud,UK,3630,3210,7093,0.74321324,0.328754309,8687,47334
20-01-2025,Cloud,USA,9371,8886,4684,0.500161305,0.899467672,24384,1832
20-01-2025,Finance,Germany,1841,8434,4984,0.500161305,0.197716799,76517,25638
20-01-2025,Finance,India,7250,7585,8804,0.500161305,0.642392556,69843,36051
20-01-2025,Finance,UK,4572,4999,5456,0.500161305,0.123854037,99588,48671
20-01-2025,Finance,USA,4381,1102,4984,0.858971007,0.286099721,24802,1199
20-01-2025,Sports,Germany,5067,3461,6177,0.500161305,0.374645573,13502,42205
20-01-2025,Sports,India,2135,6988,3546,0.500161305,0.827470858,80922,20298
20-01-2025,Sports,UK,2598,2788,3831,0.473859191,0.157855505,94917,11638
20-01-2025,Sports,USA,5766,7405,1541,0.623861093,0.094136494,33251,49455
21-01-2025,AI,Germany,4520,4458,6349,0.500161305,0.534014485,72667,6118
21-01-2025,AI,India,4158,6703,656,0.500161305,0.858719808,26451,4837
21-01-2025,AI,UK,4189,5419,977,0.500161305,0.866536168,38969,33377
21-01-2025,AI,USA,2283,4999,3444,0.184983844,0.294172209,10087,34396
21-01-2025,Cloud,Germany,3199,3960,8241,0.500161305,0.768455934,55735,43713
21-01-2025,Cloud,India,9185,9031,3864,0.185781909,0.764564868,59911,43960
21-01-2025,Cloud,UK,2944,4680,4675,0.500161305,0.565118943,58833,5569
21-01-2025,Cloud,USA,3521,7968,5150,0.211566697,0.331891132,57925,13397
21-01-2025,Finance,Germany,5993,2776,4868,0.500161305,0.84299064,98412,10634
21-01-2025,Finance,India,5389,4697,5996,0.500161305,0.80170107,56185,46176
21-01-2025,Finance,UK,8861,5098,2604,0.89282333,0.94067682,13122,46501
21-01-2025,Finance,USA,644,5858,8293,0.500161305,0.035720209,68828,7997
21-01-2025,Sports,Germany,9083,4325,4984,0.500161305,0.586302626,92975,19044
21-01-2025,Sports,India,1722,8335,1144,0.316602435,0.279998738,81847,13534
21-01-2025,Sports,UK,4987,4999,4976,0.753098321,0.902816324,37984,45340
21-01-2025,Sports,USA,522,2665,4984,0.742282208,0.525992755,82795,9943
22-01-2025,AI,Germany,2528,6142,2195,0.983636453,0.590998465,8635,33766
22-01-2025,AI,India,5067,2511,6104,0.500161305,0.409628968,65310,24362
22-01-2025,AI,UK,368,1119,1938,0.500161305,0.023293701,44955,13684
22-01-2025,AI,USA,2712,7829,818,0.514317602,0.570370546,91382,25652
22-01-2025,Cloud,Germany,5849,4999,3447,0.856046879,0.38443805,7128,4851
